SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download",,,,,,,,,,,,,,,,,,,,,,,,,,
PAST SALE,March-2-2018,Single Family Residential,13311 6th Ave SW,Burien,WA,98146,550000,3,1,Burien,1090,7345,1954,5,505,,Pending,,,https://www.redfin.com/WA/Burien/13311-6th-Ave-SW-98146/home/183494,NWMLS as Distributed by MLS Grid,2230966,N,Y,47.483593,-122.3421873
MLS Listing,,Condo/Co-op,138 SW 116th St Unit G12,Seattle,WA,98146,313500,2,2,Seattle,980,,1982,28,320,672,Active,,,https://www.redfin.com/WA/Seattle/138-SW-116th-St-98146/unit-G12/home/20738,NWMLS as Distributed by MLS Grid,2225532,N,Y,47.4998584,-122.3360967
PAST SALE,,Single Family Residential,12446 4 Pl SW #21,Burien,WA,98146,959950,5,3,Burien,3081,7723,2024,1,312,65,Pending,,,https://www.redfin.com/WA/Seattle/12446-4th-Pl-SW-98146/unit-21/home/190250808,NWMLS as Distributed by MLS Grid,2213676,N,Y,47.5005166,-122.3394395
PAST SALE,,Single Family Residential,433 SW 125th St #18,Burien,WA,98146,939950,4,2.5,Burien,2758,6556,2024,1,341,65,Pending,,,https://www.redfin.com/WA/Burien/433-SW-125th-St-98146/unit-18/home/190250794,NWMLS as Distributed by MLS Grid,2213669,N,Y,47.491164,-122.341102
PAST SALE,,Single Family Residential,12403 5 Pl SW #1,Burien,WA,98146,1034950,4,3.5,Burien,3183,7576,2024,1,325,65,Pending,,,https://www.redfin.com/WA/Seattle/12403-5th-Pl-SW-98146/unit-1/home/190250824,NWMLS as Distributed by MLS Grid,2213678,N,Y,47.49212,-122.3413521
PAST SALE,,Single Family Residential,12008 1st Pl SW,Burien,WA,98146,975000,4,3.5,Burien,3000,7224,2024,1,325,80,Pending,,,https://www.redfin.com/WA/Seattle/12008-1st-PL-SW-98146/home/190675487,NWMLS as Distributed by MLS Grid,2236253,N,Y,47.49549484,-122.3354111
PAST SALE,,Single Family Residential,12437 4th Pl SW #29,Burien,WA,98146,1039950,4,2.5,Burien,2758,7056,2024,1,377,65,Pending,,,https://www.redfin.com/WA/Burien/12437-4th-Pl-SW-98146/unit-29/home/190615667,NWMLS as Distributed by MLS Grid,2229690,N,Y,47.4916599,-122.3399685
MLS Listing,,Single Family Residential,10441 40th Ave SW,Seattle,WA,98146,1050000,3,2,Arbor Heights,2100,11996,1947,1,500,,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Seattle/10441-40th-Ave-SW-98146/home/156125,NWMLS as Distributed by MLS Grid,2234715,N,Y,47.5088276,-122.3832333
PAST SALE,April-29-2016,Single Family Residential,2912 SW 115th St,Seattle,WA,98146,1079950,4,3.5,Shorewood,2785,5338,2015,1,388,,Pending,,,https://www.redfin.com/WA/Seattle/2912-SW-115th-St-98146/home/25674552,NWMLS as Distributed by MLS Grid,2234613,N,Y,47.5005995,-122.3708903
