SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download",,,,,,,,,,,,,,,,,,,,,,,,,,
PAST SALE,June-10-2022,Single Family Residential,16236 SE 175th Pl,Renton,WA,98058,799980,4,2.5,Fairwood,2010,12325,1984,1,398,32,Pending,,,https://www.redfin.com/WA/Renton/16236-SE-175th-Pl-98058/home/232546,NWMLS as Distributed by MLS Grid,2227514,N,Y,47.4454215,-122.1232287
MLS Listing,,Single Family Residential,16820 124th Ave SE,Renton,WA,98058,649950,3,1,Renton,1490,7560,1958,1,436,,Active,May-18-2024 11:00 AM,May-18-2024 01:00 PM,https://www.redfin.com/WA/Renton/16820-124th-Ave-SE-98058/home/230003,NWMLS as Distributed by MLS Grid,2239003,N,Y,47.4517517,-122.1761203
PAST SALE,June-16-2020,Townhouse,15325 SE 155th Pl Unit U2,Renton,WA,98058,489950,2,2.5,Renton,1149,,2004,4,426,410,Pending,,,https://www.redfin.com/WA/Renton/15325-SE-155th-Pl-98058/unit-U2/home/2096579,NWMLS as Distributed by MLS Grid,2229455,N,Y,47.4629206,-122.1373804
PAST SALE,,Single Family Residential,14026 SE 197th Pl,Renton,WA,98058,750000,5,2.5,Renton,2110,9025,1995,16,355,,Pending,,,https://www.redfin.com/WA/Renton/14026-SE-197th-Pl-98058/home/223686,NWMLS as Distributed by MLS Grid,2196301,N,Y,47.4254681,-122.153563
MLS Listing,,Single Family Residential,19724 147th Ave SE,Renton,WA,98058,699950,4,3,Renton,2050,7245,1979,27,341,,Active,,,https://www.redfin.com/WA/Renton/19724-147th-Ave-SE-98058/home/226282,NWMLS as Distributed by MLS Grid,2222853,N,Y,47.4253112,-122.1450171
MLS Listing,,Single Family Residential,16205 SE Petrovitsky Rd,Renton,WA,98058,659950,4,2,Fairwood,1320,10232,1968,27,500,,Active,,,https://www.redfin.com/WA/Renton/16205-SE-Petrovitsky-Rd-98058/home/232023,NWMLS as Distributed by MLS Grid,2224244,N,Y,47.4391288,-122.1247033
PAST SALE,,Single Family Residential,19016 116th Ave SE Lot 6,Renton,WA,98058,1295000,5,3.5,Fairwood,3949,9002,2023,1,328,,Pending,,,https://www.redfin.com/WA/Renton/19016-116th-Ave-SE-98058/unit-6/home/181292244,NWMLS as Distributed by MLS Grid,1989048,N,Y,47.431788,-122.1860828
MLS Listing,,Single Family Residential,18201 157th Ave SE,Renton,WA,98058,879000,4,2.5,Carriagewood,2210,9966,1986,1,398,18,Active,May-17-2024 05:00 PM,May-17-2024 07:00 PM,https://www.redfin.com/WA/Renton/18201-157th-Ave-SE-98058/home/231612,NWMLS as Distributed by MLS Grid,2236442,N,Y,47.4392169,-122.1320301
MLS Listing,,Single Family Residential,13706 SE 185th Way,Renton,WA,98058,1190000,4,3,Fairwood,3054,5400,2019,1,390,50,Active,May-18-2024 12:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Renton/13706-SE-185th-Way-98058/home/170462937,NWMLS as Distributed by MLS Grid,2238836,N,Y,47.4363697,-122.1578655
MLS Listing,,Single Family Residential,15621 160th Ct SE,Renton,WA,98058,850000,4,3,Summerfield,1970,12181,1987,1,431,,Active,May-17-2024 01:00 PM,May-17-2024 03:00 PM,https://www.redfin.com/WA/Renton/15621-160th-Ct-SE-98058/home/422615,NWMLS as Distributed by MLS Grid,2237936,N,Y,47.4621728,-122.12676
MLS Listing,,Single Family Residential,13230 SE 161st Pl,Renton,WA,98058,849000,3,2.5,Renton,1850,13408,1969,1,459,11,Active,,,https://www.redfin.com/WA/Renton/13230-SE-161st-Pl-98058/home/227535,NWMLS as Distributed by MLS Grid,2237838,N,Y,47.4583693,-122.1627406
MLS Listing,,Single Family Residential,19447 SE 176th St,Renton,WA,98058,599000,2,1,Spring Lake,1320,21998,1953,1,454,,Active,May-18-2024 12:00 PM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Renton/19447-SE-176th-St-98058/home/391006,NWMLS as Distributed by MLS Grid,2237994,N,Y,47.4443739,-122.0803715
MLS Listing,,Single Family Residential,14055 SE 159th Pl,Renton,WA,98058,765000,4,3,Maple Ridge,1860,10171,1990,1,411,18,Active,May-19-2024 11:00 AM,May-19-2024 01:00 PM,https://www.redfin.com/WA/Renton/14055-SE-159th-Pl-98058/home/423080,NWMLS as Distributed by MLS Grid,2237817,N,Y,47.4602881,-122.1474931
MLS Listing,,Single Family Residential,3433 SE 18th St,Renton,WA,98058,1300000,5,3,Tiffany Park,3082,5211,2020,1,422,140,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Renton/3433-SE-18th-St-98058/home/170233042,NWMLS as Distributed by MLS Grid,2236356,N,Y,47.463098,-122.172305
