SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download",,,,,,,,,,,,,,,,,,,,,,,,,,
PAST SALE,July-19-2021,Condo/Co-op,23601 112th Ave SE Unit A104,Kent,WA,98031,369950,3,2,Kent,1170,1,1978,29,316,542,Pending,,,https://www.redfin.com/WA/Kent/23601-112th-Ave-SE-98031/unit-A-104/home/143300836,NWMLS as Distributed by MLS Grid,2216596,N,Y,47.3900934,-122.1921612
PAST SALE,April-9-2020,Single Family Residential,12312 SE 237th Pl,Kent,WA,98031,899950,4,2.5,Kent,2720,8699,1990,32,331,,Pending,,,https://www.redfin.com/WA/Kent/12312-SE-237th-Pl-98031/home/220041,NWMLS as Distributed by MLS Grid,2218777,N,Y,47.389423,-122.1780763
PAST SALE,October-27-1998,Single Family Residential,20435 105th Ave SE,Kent,WA,98031,749900,4,2.5,Kent,1770,7569,1998,33,424,,Pending,,,https://www.redfin.com/WA/Kent/20435-105th-Ave-SE-98031/home/386219,NWMLS as Distributed by MLS Grid,2215890,N,Y,47.4184447,-122.2013163
MLS Listing,,Single Family Residential,12367 SE 214th St,Kent,WA,98031,674950,4,2.5,East Hill,2031,6885,1974,1,332,,Active,,,https://www.redfin.com/WA/Kent/12367-SE-214th-St-98031/home/221698,NWMLS as Distributed by MLS Grid,2237636,N,Y,47.4101681,-122.176642
MLS Listing,,Single Family Residential,11214 SE 234th Pl,Kent,WA,98031,500000,3,2,Kent,2190,8139,1979,1,228,,Active,,,https://www.redfin.com/WA/Kent/11214-SE-234th-Pl-98031/home/223199,NWMLS as Distributed by MLS Grid,2237808,N,Y,47.3922605,-122.1900068
MLS Listing,,Single Family Residential,12720 SE 237th Pl,Kent,WA,98031,739950,4,2.5,East Hill,1910,9882,1992,1,387,13,Active,May-18-2024 12:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Kent/12720-SE-237th-Pl-98031/home/220705,NWMLS as Distributed by MLS Grid,2238261,N,Y,47.3893409,-122.1716173
MLS Listing,,Single Family Residential,21630 140th Pl SE,Kent,WA,98031,719950,4,2,East Hill,2317,11201,1962,1,311,,Active,May-18-2024 11:00 AM,May-18-2024 01:00 PM,https://www.redfin.com/WA/Kent/21630-104th-Pl-SE-98031/home/387468,NWMLS as Distributed by MLS Grid,2237136,N,Y,47.4077478,-122.2011908
MLS Listing,,Single Family Residential,12317 SE 223rd Dr,Kent,WA,98031,490000,2,2,East Hill,1070,7210,1981,1,458,,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Kent/12317-SE-223rd-Dr-98031/home/221467,NWMLS as Distributed by MLS Grid,2234615,N,Y,47.4025556,-122.1764594
PAST SALE,June-17-2019,Mobile/Manufactured Home,11436 SE 208th #186,Kent,WA,98031,155000,2,2,Kentridge,1248,,1985,1,124,,Pending,,,https://www.redfin.com/WA/Kent/11436-SE-208th-St-98031/unit-186/home/58563209,NWMLS as Distributed by MLS Grid,2223253,N,Y,47.4176154,-122.1892465
PAST SALE,January-11-2016,Single Family Residential,20345 105th Ct SE,Kent,WA,98031,799000,4,2.5,Panther Lake,3100,4657,2009,1,258,,Pending,,,https://www.redfin.com/WA/Kent/20345-105th-Ct-SE-98031/home/22229813,NWMLS as Distributed by MLS Grid,2226069,N,Y,47.4199616,-122.201099
PAST SALE,June-26-2002,Single Family Residential,20409 121st Way SE,Kent,WA,98031,750000,5,3,East Hill,2190,6335,1995,1,342,,Pending,,,https://www.redfin.com/WA/Kent/20409-121st-Way-SE-98031/home/223313,NWMLS as Distributed by MLS Grid,2231589,N,Y,47.4191271,-122.1803937
MLS Listing,,Condo/Co-op,23501 112th Ave SE Unit H106,Kent,WA,98031,465000,3,2.5,East Hill,1508,,1991,1,308,449,Active,May-18-2024 12:00 PM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Kent/23501-112th-Ave-SE-98031/unit-H106/home/59096,NWMLS as Distributed by MLS Grid,2236580,N,Y,47.3907418,-122.1938983
PAST SALE,,Townhouse,10925 SE 208th St #20845,Kent,WA,98031,375000,3,1.5,East Hill,1290,,1984,2,291,271,Pending,,,https://www.redfin.com/WA/Kent/10925-SE-208th-St-98031/unit-20845/home/190722920,NWMLS as Distributed by MLS Grid,2234387,N,Y,47.4150528,-122.1948786
PAST SALE,September-2-2015,Single Family Residential,23026 129th Ave SE,Kent,WA,98031,650000,4,2.5,East Hill,2050,7920,1988,2,317,,Pending,,,https://www.redfin.com/WA/Kent/23026-129th-Ave-SE-98031/home/221234,NWMLS as Distributed by MLS Grid,2232690,N,Y,47.3961196,-122.1683356
MLS Listing,,Single Family Residential,11224 SE 220th Pl,Kent,WA,98031,779500,3,2.5,East Hill,2090,15415,1992,2,373,,Active,May-18-2024 12:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Kent/11224-SE-220th-Pl-98031/home/224471,NWMLS as Distributed by MLS Grid,2237405,N,Y,47.4048595,-122.1908448
PAST SALE,June-25-2007,Single Family Residential,20253 103rd Pl SE,Kent,WA,98031,545000,3,2,East Hill,1460,9819,1981,3,373,,Pending,,,https://www.redfin.com/WA/Kent/20253-103rd-Pl-SE-98031/home/386793,NWMLS as Distributed by MLS Grid,2234296,N,Y,47.4197264,-122.2032382
PAST SALE,August-11-2008,Condo/Co-op,23511 102nd Ave SE Unit D104,Kent,WA,98031,289950,2,2,East Hill,982,,1981,3,295,423,Pending,,,https://www.redfin.com/WA/Kent/23511-102nd-Ave-SE-98031/unit-D104/home/43307,NWMLS as Distributed by MLS Grid,2229622,N,Y,47.3913668,-122.2052072
PAST SALE,May-26-2004,Single Family Residential,11033 SE 225th St,Kent,WA,98031,365000,3,1,Kent,880,7319,1976,3,415,,Pending,,,https://www.redfin.com/WA/Kent/11033-SE-225th-St-98031/home/226356,NWMLS as Distributed by MLS Grid,2230189,N,Y,47.3996569,-122.1931732
PAST SALE,March-20-2018,Single Family Residential,21219 102nd Ave SE,Kent,WA,98031,675000,4,2.5,Kent,1740,9670,1967,3,388,,Pending,,,https://www.redfin.com/WA/Kent/21219-102nd-Ave-SE-98031/home/385607,NWMLS as Distributed by MLS Grid,2229799,N,Y,47.4117451,-122.205287
PAST SALE,,Single Family Residential,22059 93rd Ave S,Kent,WA,98031,605000,2,2,Kent,1100,47044,1978,4,550,,Pending,,,https://www.redfin.com/WA/Kent/22059-93rd-Ave-S-98031/home/385868,NWMLS as Distributed by MLS Grid,2231290,N,Y,47.4033153,-122.2170775
PAST SALE,September-28-2017,Single Family Residential,22916 127th Ave SE,Kent,WA,98031,725000,5,3,Kent,2280,7442,1995,4,318,14,Pending,,,https://www.redfin.com/WA/Kent/22916-127th-Ave-SE-98031/home/224507,NWMLS as Distributed by MLS Grid,2230726,N,Y,47.3972101,-122.1709603
PAST SALE,December-13-1988,Single Family Residential,23107 128th Pl SE,Kent,WA,98031,650000,4,2.5,Kent,1720,7245,1980,4,378,,Pending,,,https://www.redfin.com/WA/Kent/23107-128th-Pl-SE-98031/home/221407,NWMLS as Distributed by MLS Grid,2227103,N,Y,47.3956926,-122.170368
PAST SALE,July-26-1989,Single Family Residential,22829 129th Ave SE,Kent,WA,98031,725000,4,2.5,East Hill,2040,8120,1984,4,355,,Pending,,,https://www.redfin.com/WA/Kent/22829-129th-Ave-SE-98031/home/222158,NWMLS as Distributed by MLS Grid,2226572,N,Y,47.3970127,-122.1688729
PAST SALE,July-9-2019,Single Family Residential,23632 128th Ave SE,Kent,WA,98031,588000,3,2,Kent,1640,6600,1976,4,359,,Pending,,,https://www.redfin.com/WA/Kent/23632-128th-Ave-SE-98031/home/222211,NWMLS as Distributed by MLS Grid,2231072,N,Y,47.3896409,-122.1699745
MLS Listing,,Single Family Residential,10434 SE 211th St,Kent,WA,98031,660000,3,1,Kent,1970,14800,1958,4,335,,Active,May-18-2024 02:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Kent/10434-SE-211th-St-98031/home/387394,NWMLS as Distributed by MLS Grid,2217990,N,Y,47.4135079,-122.2008911
MLS Listing,,Condo/Co-op,23828 102nd Ave SE Unit A-1,Kent,WA,98031,289950,2,2,East Hill,980,,1979,4,296,399,Active,,,https://www.redfin.com/WA/Kent/23828-102nd-Ave-SE-98031/unit-A1/home/53652,NWMLS as Distributed by MLS Grid,2235545,N,Y,47.3889814,-122.2041738
PAST SALE,,Single Family Residential,23506 92nd Ave S,Kent,WA,98031,759000,4,3,Kent,2030,55756,1984,5,374,,Pending,,,https://www.redfin.com/WA/Kent/23506-92nd-Ave-S-98031/home/385920,NWMLS as Distributed by MLS Grid,2225084,N,Y,47.3911832,-122.2171887
PAST SALE,May-16-1990,Single Family Residential,735 Alvord Ave N,Kent,WA,98031,729000,4,3,East Hill,2500,9360,1965,5,292,,Pending,,,https://www.redfin.com/WA/Kent/735-Alvord-Ave-N-98031/home/396866,NWMLS as Distributed by MLS Grid,2229174,N,Y,47.3877422,-122.2204158
PAST SALE,April-30-2003,Single Family Residential,21457 130th Ave SE,Kent,WA,98031,1249950,4,2.5,Kentridge,3563,68071,2004,5,351,,Pending,,,https://www.redfin.com/WA/Kent/21457-130th-Ave-SE-98031/home/17073504,NWMLS as Distributed by MLS Grid,2215112,N,Y,47.4079317,-122.1682068
