SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,September-8-2021,Townhouse,1461 52nd St NE,Auburn,WA,98002,438949,2,2.5,Auburn,1251,341845,2013,5,351,249,Pending,,,https://www.redfin.com/WA/Auburn/1461-52nd-St-NE-98002/home/50259445,NWMLS as Distributed by MLS Grid,2227083,N,Y,47.3534573,-122.2114517
PAST SALE,October-17-2003,Single Family Residential,1906 20th St NE,Auburn,WA,98002,549950,3,2.0,Green River,1540,7137,1976,5,357,,Pending,,,https://www.redfin.com/WA/Auburn/1906-20th-St-NE-98002/home/219289,NWMLS as Distributed by MLS Grid,2227666,N,Y,47.3240651,-122.2052591
PAST SALE,March-2-2017,Single Family Residential,1615 M St NE,Auburn,WA,98002,459995,4,1.0,Auburn,1200,8558,1953,11,383,,Pending,,,https://www.redfin.com/WA/Auburn/1615-M-St-NE-98002/home/218126,NWMLS as Distributed by MLS Grid,2221370,N,Y,47.3224588,-122.2143381
MLS Listing,,Single Family Residential,2402 Forest Ridge Dr SE,Auburn,WA,98002,574950,3,2.5,Game Farm,1620,7461,1998,1,355,100,Active,May-17-2024 02:00 PM,May-17-2024 04:00 PM,https://www.redfin.com/WA/Auburn/2402-Forest-Ridge-Dr-SE-98002/home/214150,NWMLS as Distributed by MLS Grid,2237350,N,Y,47.2830449,-122.1982048
MLS Listing,,Townhouse,1325 51st Pl NE #1904,Auburn,WA,98002,434000,2,2.5,Auburn,1251,,2008,1,347,207,Active,May-18-2024 01:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Auburn/1325-51st-Pl-NE-98002/unit-1904/home/21882314,NWMLS as Distributed by MLS Grid,2238918,N,Y,47.3529703,-122.2135687
MLS Listing,,Mobile/Manufactured Home,4248 A St SE #421,Auburn,WA,98002,190000,3,2.0,Auburn,1512,,1986,1,126,,Active,May-18-2024 11:00 AM,May-18-2024 01:00 PM,https://www.redfin.com/WA/Auburn/4248-A-St-SE-98002/unit-421/home/21495895,NWMLS as Distributed by MLS Grid,2238726,N,Y,47.2702272,-122.2250173
MLS Listing,,Single Family Residential,1203 10th St NE,Auburn,WA,98002,525000,4,2.0,North East Auburn,1500,8100,1961,1,350,,Active,,,https://www.redfin.com/WA/Auburn/1203-10th-St-NE-98002/home/217636,NWMLS as Distributed by MLS Grid,2225878,N,Y,47.3170422,-122.2143828
MLS Listing,,Single Family Residential,1202 32nd Pl NE,Auburn,WA,98002,689000,4,3.0,Auburn,2230,3714,2006,1,309,40,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Auburn/1202-32nd-Pl-NE-98002/home/8187610,NWMLS as Distributed by MLS Grid,2238305,N,Y,47.3359469,-122.2168881
PAST SALE,June-6-2017,Single Family Residential,3102 O St SE,Auburn,WA,98002,549950,3,2.0,Game Farm,1480,7631,1977,1,372,,Pending,,,https://www.redfin.com/WA/Auburn/3102-O-St-SE-98002/home/213920,NWMLS as Distributed by MLS Grid,2224242,N,Y,47.280418,-122.2103625
