SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,July-23-2004,Single Family Residential,3545 S 198th St,Seatac,WA,98188,735000,4,2.0,SeaTac,2270,24980,1949,3,324,,Pending,,,https://www.redfin.com/WA/Seatac/3545-S-198th-St-98188/home/341170,NWMLS as Distributed by MLS Grid,2227062,N,Y,47.4239581,-122.2869843
MLS Listing,,Condo/Co-op,15310 Macadam Rd S Unit A202,Tukwila,WA,98188,350000,2,2.0,Tukwila,1192,46876,1997,1,294,495,Active,,,https://www.redfin.com/WA/Tukwila/15310-Macadam-Rd-S-98188/unit-A202/home/15595,NWMLS as Distributed by MLS Grid,2237892,N,Y,47.4657911,-122.2643601
MLS Listing,,Mobile/Manufactured Home,3220 S 183rd,Seatac,WA,98188,58500,1,1.0,Bow Lake,720,,1968,1,81,,Active,,,https://www.redfin.com/WA/SeaTac/3220-S-183rd-St-98188/home/190812025,NWMLS as Distributed by MLS Grid,2238380,N,Y,47.4392127,-122.2904451
MLS Listing,,Single Family Residential,17317 51st Ave S,Seatac,WA,98188,500000,2,1.0,SeaTac,700,12998,1950,1,714,,Active,May-18-2024 01:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Seatac/17317-51st-Ave-S-98188/home/194294,NWMLS as Distributed by MLS Grid,2236850,N,Y,47.447974,-122.270986
MLS Listing,,Single Family Residential,5113 S 163rd Pl,Tukwila,WA,98188,1060000,6,4.0,McMicken Heights,2980,9400,1965,1,356,,Active,May-19-2024 12:00 PM,May-19-2024 02:00 PM,https://www.redfin.com/WA/Tukwila/5113-S-163rd-Pl-98188/home/194293,NWMLS as Distributed by MLS Grid,2236623,N,Y,47.4567697,-122.2681018
PAST SALE,October-2-2023,Single Family Residential,3771 S 175th St,Seatac,WA,98188,565000,2,1.0,McMicken Heights,1030,11669,1954,1,549,,Pending,,,https://www.redfin.com/WA/Seatac/3771-S-175th-St-98188/home/340483,NWMLS as Distributed by MLS Grid,2191012,N,Y,47.4459347,-122.2832856
MLS Listing,,Single Family Residential,5121 S 164th St,Tukwila,WA,98188,625000,3,2.0,SeaTac,2040,8175,1960,1,306,,Active,May-18-2024 01:30 PM,May-18-2024 03:30 PM,https://www.redfin.com/WA/Tukwila/5121-S-164th-St-98188/home/194048,NWMLS as Distributed by MLS Grid,2236215,N,Y,47.4558813,-122.2697055
PAST SALE,April-27-2021,Condo/Co-op,3425 S 176th St #276,Seatac,WA,98188,300000,2,1.5,McMicken Heights,1057,,1968,2,284,573,Pending,,,https://www.redfin.com/WA/Seatac/3425-S-176th-St-98188/unit-276/home/20186,NWMLS as Distributed by MLS Grid,2230544,N,Y,47.4443157,-122.2881791
MLS Listing,,Single Family Residential,4324 S 181st St,Seatac,WA,98188,659900,5,2.0,SeaTac,2230,8693,1958,4,296,,Active,,,https://www.redfin.com/WA/Seatac/4324-S-181st-St-98188/home/341455,NWMLS as Distributed by MLS Grid,2235703,N,Y,47.4413386,-122.2790677
PAST SALE,,Single Family Residential,17057 53rd Ave S,Seatac,WA,98188,599999,3,1.5,SeaTac,1210,13800,1963,5,496,,Pending,,,https://www.redfin.com/WA/Seatac/17057-53rd-Ave-S-98188/home/194494,NWMLS as Distributed by MLS Grid,2192278,N,Y,47.4495138,-122.2679789
PAST SALE,July-14-2017,Single Family Residential,4454 S 172nd St,Seattle,WA,98188,595995,3,1.5,SeaTac,1100,8450,1947,6,542,,Pending,,,https://www.redfin.com/WA/Seatac/4454-S-172nd-St-98188/home/194760,NWMLS as Distributed by MLS Grid,2215467,N,Y,47.4497253,-122.2762769
PAST SALE,,Single Family Residential,4644 S 170th St,Seatac,WA,98188,595000,3,2.0,McMicken Heights,940,9168,1964,6,633,,Pending,,,https://www.redfin.com/WA/Seatac/4644-S-170th-St-98188/home/194949,NWMLS as Distributed by MLS Grid,2225607,N,Y,47.451598,-122.2742355
