SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Single Family Residential,7805 Lake Alice Rd SE,Fall City,WA,98024,2200000,3,2.5,Lake Alice,2580,22850,1999,1,853,,Active,May-17-2024 02:00 PM,May-17-2024 05:00 PM,https://www.redfin.com/WA/Fall-City/7805-Lake-Alice-Rd-SE-98024/home/468205,NWMLS as Distributed by MLS Grid,2237708,N,Y,47.5314887,-121.8863195
PAST SALE,,Single Family Residential,2808 362nd Ave SE,Fall City,WA,98024,1195000,4,3.0,Fall City,3040,91476,1982,2,393,,Pending,,,https://www.redfin.com/WA/Fall-City/2808-362nd-Ave-SE-98024/home/442199,NWMLS as Distributed by MLS Grid,2232595,N,Y,47.5828433,-121.8563391
PAST SALE,May-19-2017,Single Family Residential,33613 SE 44TH Pl,Fall City,WA,98024,899000,3,3.0,Downtown - Fall City,1980,15300,2006,5,454,,Pending,,,https://www.redfin.com/WA/Fall-City/33613-SE-44th-Pl-98024/home/2062689,NWMLS as Distributed by MLS Grid,2227403,N,Y,47.5651327,-121.8926025
MLS Listing,,Single Family Residential,30645 SE Issaquah Fall City Rd,Fall City,WA,98024,1174900,4,3.0,Fall City,2460,51867,1972,6,478,,Active,,,https://www.redfin.com/WA/Fall-City/30645-SE-Issaquah-Fall-City-Rd-98024/home/468331,NWMLS as Distributed by MLS Grid,2222307,N,Y,47.5661633,-121.9334189
MLS Listing,,Single Family Residential,422 292nd Ave NE,Fall City,WA,98024,3398000,5,7.0,Blakely Woods,7904,224483,1992,6,430,,Active,May-19-2024 01:00 PM,May-19-2024 04:00 PM,https://www.redfin.com/WA/Fall-City/422-292nd-Ave-NE-98024/home/466507,NWMLS as Distributed by MLS Grid,2235708,N,Y,47.611756,-121.94719
PAST SALE,June-12-1992,Vacant Land,36231 SE 47th Ct,Fall City,WA,98024,149900,,,Spring Glen,,31170,,11,,,Pending,,,https://www.redfin.com/WA/Fall-City/36231-SE-47th-Ct-98024/home/22579864,NWMLS as Distributed by MLS Grid,2223100,N,Y,47.5586284,-121.8560659
MLS Listing,,Vacant Land,5512 Preston Fall City Rd SE,Fall City,WA,98024,475000,,,Fall City,,108028,,12,,,Active,,,https://www.redfin.com/WA/Fall-City/5512-Preston-Fall-City-Rd-SE-98024/home/465796,NWMLS as Distributed by MLS Grid,2213915,N,Y,47.5513232,-121.8989175
MLS Listing,,Vacant Land,33405 SE 49th St,Fall City,WA,98024,99900,,,East Lake Sammamish,,10840,,15,,6,Active,,,https://www.redfin.com/WA/Fall-City/33405-SE-49th-St-98024/home/2075178,NWMLS as Distributed by MLS Grid,2231249,N,Y,47.557706,-121.89522
MLS Listing,,Mobile/Manufactured Home,33454 SE 50th Ct,Fall City,WA,98024,315000,3,2.0,Fall City,996,17727,1976,29,316,13,Active,,,https://www.redfin.com/WA/Fall-City/33454-SE-50th-Ct-98024/home/2075180,NWMLS as Distributed by MLS Grid,2219591,N,Y,47.5559397,-121.8973992
PAST SALE,February-27-2008,Single Family Residential,32706 SE 76th St,Fall City,WA,98024,1699950,4,3.0,Lake Alice,3090,218671,1998,34,550,6,Pending,,,https://www.redfin.com/WA/Fall-City/32706-SE-76th-St-98024/home/465986,NWMLS as Distributed by MLS Grid,2218972,N,Y,47.5319108,-121.9058539
MLS Listing,,Mobile/Manufactured Home,4450 356th Dr SE #36,Fall City,WA,98024,84950,2,2.0,North Bend,924,,1986,40,92,,Active,,,https://www.redfin.com/WA/Fall-City/4450-356th-Dr-SE-98024/unit-36/home/190392285,NWMLS as Distributed by MLS Grid,2214471,N,Y,47.5640555,-121.86411
PAST SALE,May-23-2022,Mobile/Manufactured Home,4947 334th Ave SE,Fall City,WA,98024,650000,3,2.0,Fall City,1279,23625,2010,49,508,19,Pending,,,https://www.redfin.com/WA/Fall-City/4947-334th-Ave-SE-98024/home/2067161,NWMLS as Distributed by MLS Grid,2215700,N,Y,47.5568521,-121.8973095
MLS Listing,,Vacant Land,5700 Lake Alice Rd SE,Fall City,WA,98024,6600000,,,Lake Alice,,6043950,,423,,,Active,,,https://www.redfin.com/WA/Fall-City/5700-Lake-Alice-Rd-SE-98024/home/184759207,NWMLS as Distributed by MLS Grid,2047025,N,Y,47.5498744,-121.8891338
PAST SALE,,Vacant Land,65 XX Preston Fall City Rd SE,Fall City,WA,98024,299000,,,Fall City,,435600,,495,,,Pending,,,https://www.redfin.com/WA/Fall-City/65-XX-Preston-Fall-City-Rd-SE-Unknown/home/172039454,NWMLS as Distributed by MLS Grid,1985800,N,Y,47.543308,-121.898812
PAST SALE,,Vacant Land,0 XXX SE 39th Pl,Fall City,WA,98024,824950,,,Fall City,,2816590,,1246,,,Pending,,,https://www.redfin.com/WA/Fall-City/0-XXX-SE-39th-Pl-98024/home/175078825,NWMLS as Distributed by MLS Grid,1522625,N,Y,47.578353,-121.883159
